"code", "description"
"013.62","Tuberculosis of meninges and central nervous system; Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
"013.63","Tuberculosis of meninges and central nervous system; Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
"013.64","Tuberculosis of meninges and central nervous system; Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.65","Tuberculosis of meninges and central nervous system; Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.66","Tuberculosis of meninges and central nervous system; Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.8","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system"
"013.80","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, unspecified"
"013.81","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
"013.82","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
"013.83","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
"013.84","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.85","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.86","Tuberculosis of meninges and central nervous system; Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.9","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system"
"013.90","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, unspecified"
"013.91","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
"013.92","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
"013.93","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
"013.94","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.95","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.96","Tuberculosis of meninges and central nervous system; Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"014","Tuberculosis of intestines, peritoneum, and mesenteric glands"
"014.0","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis"
"014.00","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, unspecified"
"014.01","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, bacteriological or histological examination not done"
"014.02","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
"014.03","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
"014.04","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"014.05","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"014.06","Tuberculosis of intestines, peritoneum, and mesenteric glands; Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"014.8","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other"
"014.80","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, unspecified"
"014.81","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, bacteriological or histological examination not done"
"014.82","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, bacteriological or histological examination unknown (at present)"
"014.83","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, tubercle bacilli found (in sputum) by microscopy"
"014.84","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"014.85","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"014.86","Tuberculosis of intestines, peritoneum, and mesenteric glands; Other, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"015","Tuberculosis of bones and joints"
"015.0","Tuberculosis of bones and joints; Vertebral column"
"015.00","Tuberculosis of bones and joints; Vertebral column, unspecified"
"015.01","Tuberculosis of bones and joints; Vertebral column, bacteriological or histological examination not done"
"015.02","Tuberculosis of bones and joints; Vertebral column, bacteriological or histological examination unknown (at present)"
"015.03","Tuberculosis of bones and joints; Vertebral column, tubercle bacilli found (in sputum) by microscopy"
"015.04","Tuberculosis of bones and joints; Vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"015.05","Tuberculosis of bones and joints; Vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"015.06","Tuberculosis of bones and joints; Vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"015.1","Tuberculosis of bones and joints; Hip"
"015.10","Tuberculosis of bones and joints; Hip, unspecified"
"015.11","Tuberculosis of bones and joints; Hip, bacteriological or histological examination not done"
"015.12","Tuberculosis of bones and joints; Hip, bacteriological or histological examination unknown (at present)"
"015.13","Tuberculosis of bones and joints; Hip, tubercle bacilli found (in sputum) by microscopy"
"015.14","Tuberculosis of bones and joints; Hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"015.15","Tuberculosis of bones and joints; Hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"015.16","Tuberculosis of bones and joints; Hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"015.2","Tuberculosis of bones and joints; Knee"
"015.20","Tuberculosis of bones and joints; Knee, unspecified"
"015.21","Tuberculosis of bones and joints; Knee, bacteriological or histological examination not done"
"015.22","Tuberculosis of bones and joints; Knee, bacteriological or histological examination unknown (at present)"
"015.23","Tuberculosis of bones and joints; Knee, tubercle bacilli found (in sputum) by microscopy"
"015.24","Tuberculosis of bones and joints; Knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"015.25","Tuberculosis of bones and joints; Knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"015.26","Tuberculosis of bones and joints; Knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"015.5","Tuberculosis of bones and joints; Limb bones"
"015.50","Tuberculosis of bones and joints; Limb bones, unspecified"
"015.51","Tuberculosis of bones and joints; Limb bones, bacteriological or histological examination not done"
"015.52","Tuberculosis of bones and joints; Limb bones, bacteriological or histological examination unknown (at present)"
"015.53","Tuberculosis of bones and joints; Limb bones, tubercle bacilli found (in sputum) by microscopy"
"015.54","Tuberculosis of bones and joints; Limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"015.55","Tuberculosis of bones and joints; Limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"015.56","Tuberculosis of bones and joints; Limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
